l.p.,czas,pozycja,x_estymowane,y_estymowane,x_prawdziwe,y_prawdziwe
167,2025-09-19T13:49:06.310871,6,-0.3760213424798118,6.044881622804265,2.3,0.0
168,2025-09-19T13:49:06.810871,6,-0.4420956774228308,6.069193063188296,2.3,0.0
169,2025-09-19T13:49:07.310871,6,-0.43095858600051035,6.293446223462465,2.3,0.0
170,2025-09-19T13:49:07.810871,6,-0.5494072868769958,6.489699405855132,2.3,0.0
171,2025-09-19T13:49:08.310871,6,-0.6803154146299978,6.656754072146698,2.3,0.0
172,2025-09-19T13:49:08.810871,6,-0.5633272470597198,7.063517105614417,2.3,0.0
173,2025-09-19T13:49:09.310871,6,-0.7398408261971139,7.142668462929762,2.3,0.0
174,2025-09-19T13:49:09.810871,6,-0.8377922832578152,6.815400886858237,2.3,0.0
175,2025-09-19T13:49:10.310871,6,-0.839811383217569,6.47817384138649,2.3,0.0
176,2025-09-19T13:49:10.810871,6,-1.1059437218938646,6.120789437471924,2.3,0.0
177,2025-09-19T13:49:11.310871,6,-1.3354852775113772,5.861398013143678,2.3,0.0
178,2025-09-19T13:49:11.810871,6,-1.2635482182714126,5.911015465855327,2.3,0.0
179,2025-09-19T13:49:12.310871,6,-1.3481439346755333,5.964936028544516,2.3,0.0
180,2025-09-19T13:49:12.810871,6,-1.5523550379901603,6.006487739477384,2.3,0.0
181,2025-09-19T13:49:13.310871,6,-1.6578487470959689,6.218446023862168,2.3,0.0
182,2025-09-19T13:49:13.810871,6,-1.8778221596000673,6.091826588653292,2.3,0.0
183,2025-09-19T13:49:14.310871,6,-1.9786163373464603,6.119280664101107,2.3,0.0
184,2025-09-19T13:49:14.810871,6,-1.9115940067844788,5.828282679941079,2.3,0.0
185,2025-09-19T13:49:15.310871,6,-2.0602429894672447,5.838523625073487,2.3,0.0
186,2025-09-19T13:49:15.810871,6,-2.1009030059946303,6.095017966074782,2.3,0.0
187,2025-09-19T13:49:16.310871,6,-2.3476039328970475,6.060257276046898,2.3,0.0
188,2025-09-19T13:49:16.810871,6,-2.287254901638674,6.345077515050615,2.3,0.0
189,2025-09-19T13:49:17.310871,6,-2.3782465634807246,6.473119679826519,2.3,0.0
190,2025-09-19T13:49:17.810871,6,-2.1445059213965214,6.282899319406555,2.3,0.0
191,2025-09-19T13:49:18.310871,6,-2.203135257496863,6.434325633625128,2.3,0.0
192,2025-09-19T13:49:18.810871,6,-1.94588727376159,6.213465498016094,2.3,0.0
193,2025-09-19T13:49:19.310871,6,-1.7798368639894435,6.165218646101098,2.3,0.0
194,2025-09-19T13:49:19.810871,6,-1.8553156982359331,5.859278091334248,2.3,0.0
195,2025-09-19T13:49:20.310871,6,-1.9468789357994036,5.795880531481231,2.3,0.0
196,2025-09-19T13:49:20.810871,6,-1.9895055015604555,5.964873959154123,2.3,0.0
197,2025-09-19T13:49:21.310871,6,-1.5783279862453716,5.85922361642732,2.3,0.0
198,2025-09-19T13:49:21.810871,6,-1.6770940385570032,5.888917435111827,2.3,0.0
199,2025-09-19T13:49:22.310871,6,-1.740466613261225,6.2249613603700915,2.3,0.0
200,2025-09-19T13:49:22.810871,6,-1.344211862329148,6.057219043056759,2.3,0.0
201,2025-09-19T13:49:23.310871,6,-1.3650194710076882,6.0282383093900105,2.3,0.0
202,2025-09-19T13:49:23.810871,6,-1.3247277048134671,6.015915217865856,2.3,0.0
203,2025-09-19T13:49:24.310871,6,-1.2097335111927872,6.212204007055046,2.3,0.0
204,2025-09-19T13:49:24.810871,6,-1.2752467728016916,6.261445799460276,2.3,0.0
205,2025-09-19T13:49:25.310871,6,-1.268185247842618,6.152416350905798,2.3,0.0
206,2025-09-19T13:49:25.810871,6,-1.1604264580623416,6.318747542580886,2.3,0.0
207,2025-09-19T13:49:26.310871,6,-1.0235168891787805,6.6487806947284405,2.3,0.0
208,2025-09-19T13:49:26.810871,6,-1.183972557784986,6.778770836914096,2.3,0.0
209,2025-09-19T13:49:27.310871,6,-1.1455777879614817,6.812090658803267,2.3,0.0
210,2025-09-19T13:49:27.810871,6,-0.9744595833833137,6.814434453504942,2.3,0.0
211,2025-09-19T13:49:28.310871,6,-0.7491608289262293,7.182411738455979,2.3,0.0
212,2025-09-19T13:49:28.810871,6,-0.096816019550027,6.731396871263159,2.3,0.0
213,2025-09-19T13:49:29.310871,,,,2.3,0.0
214,2025-09-19T13:49:29.810871,,,,2.3,0.0
215,2025-09-19T13:49:30.310871,,,,2.3,0.0
216,2025-09-19T13:49:30.810871,,,,2.3,0.0
217,2025-09-19T13:49:31.310871,,,,2.3,0.0
218,2025-09-19T13:49:31.810871,,,,2.3,0.0
219,2025-09-19T13:49:32.310871,,,,2.3,0.0
220,2025-09-19T13:49:32.810871,7,-2.8787963507900636,6.548390990860352,2.3,0.0
221,2025-09-19T13:49:33.310871,7,-2.8918163292925105,6.634524841781493,2.3,0.0
222,2025-09-19T13:49:33.810871,7,-2.8712849426861107,6.616082273196633,2.3,0.0
223,2025-09-19T13:49:34.310871,7,-2.840316039930561,6.470792947977516,2.3,0.0
224,2025-09-19T13:49:34.810871,7,-2.7642988476806254,6.427883951097057,2.3,0.0
225,2025-09-19T13:49:35.310871,7,-2.7359599468030575,6.634769031186528,2.3,0.0
226,2025-09-19T13:49:35.810871,7,-2.8387721193602804,6.546567507540626,2.3,0.0
227,2025-09-19T13:49:36.310871,7,-2.7835805622228986,6.430743092171931,2.3,0.0
228,2025-09-19T13:49:36.810871,7,-2.655677689977289,6.356997127393331,2.3,0.0
229,2025-09-19T13:49:37.310871,7,-2.744240157962859,6.508860845114841,2.3,0.0
230,2025-09-19T13:49:37.810871,7,-2.8025210725896628,6.42423580938396,2.3,0.0
231,2025-09-19T13:49:38.310871,7,-2.8376771733487005,6.332308363019557,2.3,0.0
232,2025-09-19T13:49:38.810871,7,-2.7081482473676153,6.274467501880941,2.3,0.0
233,2025-09-19T13:49:39.310871,7,-2.7427138702866727,6.2884096904410605,2.3,0.0
234,2025-09-19T13:49:39.810871,7,-2.7589220541144117,6.376717092478273,2.3,0.0
235,2025-09-19T13:49:40.310871,7,-2.682257222842441,6.458125533748744,2.3,0.0
236,2025-09-19T13:49:40.810871,7,-2.576424379708465,6.3243367660647785,2.3,0.0
237,2025-09-19T13:49:41.310871,7,-2.5805911898103147,6.191210332235086,2.3,0.0
238,2025-09-19T13:49:41.810871,7,-2.4987469084129175,6.383436424035071,2.3,0.0
239,2025-09-19T13:49:42.310871,7,-2.3089944981308257,6.4265561582107225,2.3,0.0
240,2025-09-19T13:49:42.810871,7,-2.34110323300306,6.392371031536535,2.3,0.0
241,2025-09-19T13:49:43.310871,8,-2.544696316017839,6.471149157226049,2.3,0.0
242,2025-09-19T13:49:43.810871,8,-2.5607392254468735,6.3161723834749255,2.3,0.0
